,number,ruleID,attribute_426,attribute_427,attribute_428,attribute_429,attribute_430,attribute_431,attribute_432,attribute_433,attribute_434,attribute_435,attribute_436,attribute_437,attribute_438,attribute_439,attribute_440,attribute_441,attribute_442,attribute_443,attribute_444,attribute_445,attribute_446,attribute_447,attribute_448,attribute_449,attribute_450,attribute_451,attribute_452,attribute_453,attribute_454,attribute_455,attribute_456,attribute_457,attribute_458,attribute_459
137,138.0,2015.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,4.0,1.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
138,139.0,2016.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
139,140.0,2017.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
140,141.0,2018.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
141,142.0,2019.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
142,143.0,2020.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
143,144.0,2021.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
144,145.0,2022.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
145,146.0,2023.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
146,147.0,2024.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
147,148.0,2025.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,1.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
148,149.0,2026.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,1.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
149,150.0,2027.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,1.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
150,151.0,2028.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,7.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
151,152.0,2029.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,7.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
152,153.0,2030.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,7.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
153,154.0,2031.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
154,155.0,2032.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
155,156.0,2033.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
156,157.0,2034.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,4.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
157,158.0,2035.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,4.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
158,159.0,2036.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,4.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
159,160.0,2037.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,2.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
160,161.0,2038.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,2.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
161,162.0,2039.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,2.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
162,163.0,2040.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
163,164.0,2041.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
164,165.0,2042.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
165,166.0,2043.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
166,167.0,2044.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
167,168.0,2045.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
168,169.0,2046.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,1.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
169,170.0,2047.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,7.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
170,171.0,2048.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
171,172.0,2049.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,4.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
172,173.0,2050.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,2.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
173,174.0,2051.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
174,175.0,2052.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
175,176.0,2053.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,1.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
176,177.0,2054.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,1.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
177,178.0,2055.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,1.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
178,179.0,2056.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,7.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
179,180.0,2057.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,5.0,3.0
180,181.0,2058.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,6.0,,,,,,20000.0,3.0,3.0,3.0,5.0,3.0
181,182.0,2059.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,7.0,,,,,,20000.0,3.0,3.0,3.0,5.0,3.0
182,183.0,2060.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,2.0,3.0
183,184.0,2061.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,7.0,,,,,,20000.0,3.0,3.0,3.0,2.0,3.0
184,185.0,2062.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,6.0,,,,,,20000.0,3.0,3.0,3.0,2.0,3.0
185,186.0,2063.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,2.0,3.0
186,187.0,2064.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,2.0,3.0
187,188.0,2065.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,6.0,,,,,,20000.0,3.0,3.0,3.0,2.0,3.0
188,189.0,2066.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,2.0,3.0
189,190.0,2067.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,2.0,3.0
190,191.0,2068.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,6.0,,,,,,20000.0,3.0,3.0,3.0,2.0,3.0
191,192.0,2069.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,6.0,,,,,,20000.0,3.0,3.0,3.0,2.0,3.0
192,193.0,2070.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,6.0,,,,,,20000.0,3.0,3.0,3.0,2.0,3.0
193,194.0,2071.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,0.0,3.0
194,195.0,2072.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,6.0,,,,,,20000.0,3.0,3.0,3.0,0.0,3.0
195,196.0,2073.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,7.0,,,,,,20000.0,3.0,3.0,3.0,0.0,3.0
196,197.0,2074.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,0.0,3.0
197,198.0,2075.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,0.0,3.0
198,199.0,2076.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,6.0,,,,,,20000.0,3.0,3.0,3.0,0.0,3.0
199,200.0,2077.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,7.0,,,,,,20000.0,3.0,3.0,3.0,0.0,3.0
200,201.0,2078.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,0.0,3.0
201,202.0,2079.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,6.0,,,,,,20000.0,3.0,3.0,3.0,0.0,3.0
202,203.0,2080.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,6.0,,,,,,20000.0,3.0,3.0,3.0,0.0,3.0
203,204.0,2081.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,7.0,,,,,,20000.0,3.0,3.0,3.0,0.0,3.0
204,205.0,2082.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,4.0,,,,,,20000.0,3.0,3.0,3.0,1.0,3.0
205,206.0,2083.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,4.0,,,,,,20000.0,3.0,3.0,3.0,1.0,3.0
206,207.0,2084.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,4.0,,,,,,20000.0,3.0,3.0,3.0,1.0,3.0
207,208.0,2085.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,5.0,,,,,,20000.0,3.0,3.0,3.0,0.0,0.0
208,209.0,2086.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,,,,,,20000.0,3.0,3.0,3.0,0.0,0.0
209,210.0,2087.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,0.0,,,,,,20000.0,3.0,3.0,3.0,0.0,0.0
210,211.0,2088.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,5.0,,,,,,20000.0,3.0,3.0,3.0,0.0,0.0
211,212.0,2089.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,,,,,,20000.0,3.0,3.0,3.0,0.0,0.0
212,213.0,2090.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,0.0,,,,,,20000.0,3.0,3.0,3.0,0.0,0.0
213,214.0,2091.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,5.0,,,,,,20000.0,3.0,3.0,3.0,0.0,0.0
214,215.0,2092.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,,,,,,20000.0,3.0,3.0,3.0,0.0,0.0
215,216.0,2093.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,0.0,,,,,,20000.0,3.0,3.0,3.0,0.0,0.0
216,217.0,2094.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,0.0,,,,,,20000.0,3.0,3.0,3.0,0.0,0.0
217,218.0,2095.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,5.0,,,,,,20000.0,3.0,3.0,3.0,5.0,0.0
218,219.0,2096.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,5.0,,,,,,20000.0,3.0,3.0,3.0,5.0,0.0
219,220.0,2097.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,5.0,,,,,,20000.0,3.0,3.0,3.0,5.0,0.0
220,221.0,2098.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,,,,,,20000.0,3.0,3.0,3.0,5.0,0.0
221,222.0,2099.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,,,,,,20000.0,3.0,3.0,3.0,5.0,0.0
222,223.0,2100.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,0.0,,,,,,20000.0,3.0,3.0,3.0,5.0,0.0
223,224.0,2101.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,0.0,,,,,,20000.0,3.0,3.0,3.0,5.0,0.0
224,225.0,2102.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,0.0,,,,,,20000.0,3.0,3.0,3.0,5.0,0.0
225,226.0,2103.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,5.0,,,,,,20000.0,3.0,3.0,3.0,4.0,1.0
226,227.0,2104.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,,,,,,20000.0,3.0,3.0,3.0,4.0,1.0
227,228.0,2105.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,0.0,,,,,,20000.0,3.0,3.0,3.0,4.0,1.0
228,229.0,2106.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,5.0,,,,,,20000.0,3.0,3.0,3.0,4.0,1.0
229,230.0,2107.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,,,,,,20000.0,3.0,3.0,3.0,4.0,1.0
230,231.0,2108.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,0.0,,,,,,20000.0,3.0,3.0,3.0,4.0,1.0
231,232.0,2109.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,,,,,,20000.0,3.0,3.0,3.0,4.0,1.0
232,233.0,2110.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,5.0,,,,,,20000.0,3.0,3.0,3.0,4.0,1.0
233,234.0,2111.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,0.0,,,,,,20000.0,3.0,3.0,3.0,4.0,1.0
234,235.0,2112.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,0.0,,,,,,20000.0,3.0,3.0,3.0,6.0,1.0
235,236.0,2113.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,0.0,,,,,,20000.0,3.0,3.0,3.0,6.0,1.0
236,237.0,2114.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,0.0,,,,,,20000.0,3.0,3.0,3.0,6.0,1.0
237,238.0,2115.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,,,,,,20000.0,3.0,3.0,3.0,6.0,1.0
238,239.0,2116.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,,,,,,20000.0,3.0,3.0,3.0,6.0,1.0
239,240.0,2117.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,,,,,,20000.0,3.0,3.0,3.0,6.0,1.0
240,241.0,2118.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,5.0,,,,,,20000.0,3.0,3.0,3.0,6.0,1.0
241,242.0,2119.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,0.0,,,,,,20000.0,3.0,3.0,3.0,6.0,1.0
242,243.0,2120.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,8.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
243,244.0,2121.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,8.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
244,245.0,2122.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,4.0,7.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
245,246.0,2123.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,4.0,7.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
246,247.0,2124.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,7.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
247,248.0,2125.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,7.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
248,249.0,2126.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,7.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
249,250.0,2127.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,7.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
250,251.0,2128.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,7.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
251,252.0,2129.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,7.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
252,253.0,2130.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,7.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
253,254.0,2131.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,7.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
254,255.0,2132.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,1.0,7.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
255,256.0,2133.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,7.0,6.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
256,257.0,2134.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,7.0,6.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
257,258.0,2135.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,8.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
258,259.0,2136.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,4.0,1.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
259,260.0,2137.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,1.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
260,261.0,2138.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,1.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
261,262.0,2139.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,1.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
262,263.0,2140.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,1.0,7.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
263,264.0,2141.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,1.0,7.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
264,265.0,2142.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,1.0,7.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
265,266.0,2143.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,7.0,6.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
266,267.0,2144.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,7.0,6.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
267,268.0,2145.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,7.0,6.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
268,269.0,2146.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,8.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
269,270.0,2147.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,8.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
270,271.0,2148.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,8.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
271,272.0,2149.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,8.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
272,273.0,2150.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,4.0,1.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
273,274.0,2151.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,4.0,1.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
274,275.0,2152.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,4.0,1.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
275,276.0,2153.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
