,number,ruleID,attribute_426,attribute_427,attribute_428,attribute_429,attribute_430,attribute_431,attribute_432,attribute_433,attribute_434,attribute_435,attribute_436,attribute_437,attribute_438,attribute_439,attribute_440,attribute_441,attribute_442,attribute_443,attribute_444,attribute_445,attribute_446,attribute_447,attribute_448,attribute_449,attribute_450,attribute_451,attribute_452,attribute_453,attribute_454,attribute_455,attribute_456,attribute_457,attribute_458,attribute_459
276,277.0,2154.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
277,278.0,2155.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
278,279.0,2156.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
279,280.0,2157.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
280,281.0,2158.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
281,282.0,2159.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
282,283.0,2160.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
283,284.0,2161.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
284,285.0,2162.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,1.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
285,286.0,2163.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,1.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
286,287.0,2164.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,1.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
287,288.0,2165.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,1.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
288,289.0,2166.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,7.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
289,290.0,2167.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,7.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
290,291.0,2168.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,7.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
291,292.0,2169.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
292,293.0,2170.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
293,294.0,2171.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
294,295.0,2172.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,4.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
295,296.0,2173.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,4.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
296,297.0,2174.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,4.0,4.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
297,298.0,2175.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,2.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
298,299.0,2176.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,2.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
299,300.0,2177.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
300,301.0,2178.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
301,302.0,2179.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
302,303.0,2180.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
303,304.0,2181.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
304,305.0,2182.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
305,306.0,2183.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,1.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
306,307.0,2184.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,7.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
307,308.0,2185.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,7.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
308,309.0,2186.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,4.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
309,310.0,2187.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,2.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
310,311.0,2188.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
311,312.0,2189.0,,,,,,,,,,,,,4.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
312,313.0,2190.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,1.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
313,314.0,2191.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,1.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
314,315.0,2192.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,1.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
315,316.0,2193.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,7.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
316,317.0,2194.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,7.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
317,318.0,2195.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,7.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
318,319.0,2196.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,7.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
319,320.0,2197.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
320,321.0,2198.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
321,322.0,2199.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
322,323.0,2200.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
323,324.0,2201.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
324,325.0,2202.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,6.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
325,326.0,2203.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,4.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
326,327.0,2204.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,4.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
327,328.0,2205.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,4.0,5.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
328,329.0,2206.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,2.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
329,330.0,2207.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,2.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
330,331.0,2208.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,2.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
331,332.0,2209.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
332,333.0,2210.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
333,334.0,2211.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
334,335.0,2212.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
335,336.0,2213.0,,,,,,,,,,,,,5.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
336,337.0,2214.0,,,,,,,,,,,,,2.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
337,338.0,2215.0,,,,,,,,,,,,,0.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,0.0,0.0,20000.0,,,,,,3.0,3.0,3.0,3.0,2.0
338,339.0,2216.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,5000.0,,,,,7.0,3.0,3.0,3.0,2.0
339,340.0,2217.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,7.0,,5000.0,,,,,6.0,3.0,3.0,3.0,2.0
340,341.0,2218.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,6.0,,5000.0,,,,,8.0,3.0,3.0,3.0,2.0
341,342.0,2219.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,4.0,,5000.0,,,,,1.0,3.0,3.0,3.0,2.0
342,343.0,2220.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,5.0,,5000.0,,,,,1.0,3.0,3.0,3.0,2.0
343,344.0,2221.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,0.0,,5000.0,,,,,1.0,3.0,3.0,3.0,2.0
344,345.0,2222.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,5000.0,,,,,5.0,3.0,3.0,3.0,2.0
345,346.0,2223.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,7.0,,5000.0,,,,,5.0,3.0,3.0,3.0,2.0
346,347.0,2224.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,6.0,,5000.0,,,,,4.0,3.0,3.0,3.0,2.0
347,348.0,2225.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,4.0,,5000.0,,,,,5.0,3.0,3.0,3.0,2.0
348,349.0,2226.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,5.0,,5000.0,,,,,2.0,3.0,3.0,3.0,2.0
349,350.0,2227.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,,5000.0,,,,,0.0,3.0,3.0,3.0,2.0
350,351.0,2228.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,0.0,,5000.0,,,,,0.0,3.0,3.0,3.0,2.0
351,352.0,2229.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,5000.0,,,,1.0,7.0,3.0,3.0,2.0
352,353.0,2230.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,5000.0,,,,7.0,8.0,3.0,3.0,2.0
353,354.0,2231.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,5000.0,,,,6.0,8.0,3.0,3.0,2.0
354,355.0,2232.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,5000.0,,,,4.0,1.0,3.0,3.0,2.0
355,356.0,2233.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,5000.0,,,,5.0,1.0,3.0,3.0,2.0
356,357.0,2234.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,5000.0,,,,2.0,1.0,3.0,3.0,2.0
357,358.0,2235.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,5000.0,,,,0.0,1.0,3.0,3.0,2.0
358,359.0,2236.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,5000.0,,,,1.0,5.0,3.0,3.0,2.0
359,360.0,2237.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,5000.0,,,,7.0,5.0,3.0,3.0,2.0
360,361.0,2238.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,5000.0,,,,6.0,4.0,3.0,3.0,2.0
361,362.0,2239.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,5000.0,,,,4.0,5.0,3.0,3.0,2.0
362,363.0,2240.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,5000.0,,,,4.0,5.0,3.0,3.0,2.0
363,364.0,2241.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,5000.0,,,,5.0,2.0,3.0,3.0,2.0
364,365.0,2242.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,5000.0,,,,2.0,0.0,3.0,3.0,2.0
365,366.0,2243.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,5000.0,,,,0.0,0.0,3.0,3.0,2.0
366,367.0,2244.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,5000.0,,,3.0,1.0,7.0,3.0,2.0
367,368.0,2245.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,5000.0,,,3.0,7.0,6.0,3.0,2.0
368,369.0,2246.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,5000.0,,,3.0,6.0,8.0,3.0,2.0
369,370.0,2247.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,5000.0,,,3.0,4.0,1.0,3.0,2.0
370,371.0,2248.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,5000.0,,,3.0,5.0,1.0,3.0,2.0
371,372.0,2249.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,5000.0,,,3.0,5.0,1.0,3.0,2.0
372,373.0,2250.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,5000.0,,,3.0,2.0,1.0,3.0,2.0
373,374.0,2251.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,5000.0,,,3.0,0.0,1.0,3.0,2.0
374,375.0,2252.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,5000.0,,,3.0,1.0,5.0,3.0,2.0
375,376.0,2253.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,5000.0,,,3.0,7.0,5.0,3.0,2.0
376,377.0,2254.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,5000.0,,,3.0,6.0,4.0,3.0,2.0
377,378.0,2255.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,5000.0,,,3.0,4.0,5.0,3.0,2.0
378,379.0,2256.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,5000.0,,,3.0,5.0,2.0,3.0,2.0
379,380.0,2257.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,5000.0,,,3.0,2.0,0.0,3.0,2.0
380,381.0,2258.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,5000.0,,,3.0,0.0,0.0,3.0,2.0
381,382.0,2259.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,,5000.0,,3.0,3.0,1.0,7.0,2.0
382,383.0,2260.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,,5000.0,,3.0,3.0,7.0,6.0,2.0
383,384.0,2261.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,,5000.0,,3.0,3.0,6.0,8.0,2.0
384,385.0,2262.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,,5000.0,,3.0,3.0,4.0,1.0,2.0
385,386.0,2263.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,,5000.0,,3.0,3.0,5.0,1.0,2.0
386,387.0,2264.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,,5000.0,,3.0,3.0,2.0,1.0,2.0
387,388.0,2265.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,,5000.0,,3.0,3.0,0.0,1.0,2.0
388,389.0,2266.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,,5000.0,,3.0,3.0,1.0,5.0,2.0
389,390.0,2267.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,,5000.0,,3.0,3.0,7.0,5.0,2.0
390,391.0,2268.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,,5000.0,,3.0,3.0,6.0,4.0,2.0
391,392.0,2269.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,,5000.0,,3.0,3.0,4.0,5.0,2.0
392,393.0,2270.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,,5000.0,,3.0,3.0,5.0,2.0,2.0
393,394.0,2271.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,,5000.0,,3.0,3.0,2.0,0.0,2.0
394,395.0,2272.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,,5000.0,,3.0,3.0,2.0,0.0,2.0
395,396.0,2273.0,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,,,5000.0,,3.0,3.0,0.0,0.0,2.0
396,397.0,2274.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,3.0,4.0
397,398.0,2275.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,1.0,4.0
398,399.0,2276.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,1.0,4.0
399,400.0,2277.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,1.0,4.0
400,401.0,2278.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,7.0,,,,,,20000.0,3.0,3.0,3.0,1.0,4.0
401,402.0,2279.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,6.0,,,,,,20000.0,3.0,3.0,3.0,1.0,4.0
402,403.0,2280.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,6.0,,,,,,20000.0,3.0,3.0,3.0,1.0,4.0
403,404.0,2281.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,6.0,,,,,,20000.0,3.0,3.0,3.0,1.0,4.0
404,405.0,2282.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,6.0,,,,,,20000.0,3.0,3.0,3.0,1.0,4.0
405,406.0,2283.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,7.0,,,,,,20000.0,3.0,3.0,3.0,1.0,4.0
406,407.0,2284.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,7.0,,,,,,20000.0,3.0,3.0,3.0,1.0,4.0
407,408.0,2285.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,7.0,4.0
408,409.0,2286.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,7.0,4.0
409,410.0,2287.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,7.0,4.0
410,411.0,2288.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,7.0,4.0
411,412.0,2289.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,7.0,,,,,,20000.0,3.0,3.0,3.0,7.0,4.0
412,413.0,2290.0,,,,,,,,,,,,,6.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,7.0,,,,,,20000.0,3.0,3.0,3.0,7.0,4.0
413,414.0,2291.0,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,6.0,4.0
414,415.0,2292.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,6.0,4.0
415,416.0,2293.0,,,,,,,,,,,,,7.0,1.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,,,,20000.0,3.0,3.0,3.0,6.0,4.0
